0 0 0 0.0001 -0.0001 0.0001 0.0000 0.0000 0.0000
-0.0100 0.0000 0.0000 11.9274 0.0000 0.0001 12.0419 0.0005 -0.0015
-0.0010 0.0000 0.0000 1.1919 -0.0001 0.0001 1.1951 0.0021 0.0082
-0.0015 0.0000 0.0000 1.7877 0.0000 0.0001 1.7930 0.0036 0.0121
-0.0001 0.0000 0.0000 0.1193 -0.0001 0.0001 0.1195 0.0002 0.0009
-0.0020 0.0000 0.0000 2.3837 0.0000 0.0001 2.4011 0.0084 0.0041
-0.0002 0.0000 0.0000 0.2385 -0.0001 0.0001 0.2390 0.0004 0.0017
-0.0030 0.0000 0.0000 3.5755 0.0000 0.0001 3.6049 -0.0057 0.0022
-0.0003 0.0000 0.0000 0.3576 -0.0001 0.0001 0.3585 0.0006 0.0026
-0.0040 0.0000 0.0000 4.7676 0.0000 0.0001 4.7932 0.0158 0.0045
-0.0004 0.0000 0.0000 0.4768 -0.0001 0.0001 0.4780 0.0008 0.0034
-0.0050 0.0000 0.0000 5.9600 0.0000 0.0001 6.0150 -0.0027 0.0075
-0.0005 0.0000 0.0000 0.5960 -0.0001 0.0001 0.5975 0.0010 0.0042
-0.0060 0.0000 0.0000 7.1526 0.0000 0.0001 7.2220 -0.0016 -0.0043
-0.0070 0.0000 0.0000 8.3455 0.0000 0.0001 8.4231 0.0071 -0.0058
-0.0080 0.0000 0.0000 9.5390 0.0000 0.0001 9.6274 0.0071 -0.0055
-0.0090 0.0000 0.0000 10.7329 0.0000 0.0001 10.8340 0.0022 -0.0031
0 0 0 0.0001 -0.0001 0.0001 0.0000 0.0000 0.0000
0.0100 0.0000 0.0000 -11.9271 -0.0001 0.0002 -12.0419 -0.0005 0.0014
0.0010 0.0000 0.0000 -1.1916 -0.0001 0.0001 -1.1951 -0.0022 -0.0082
0.0015 0.0000 0.0000 -1.7875 -0.0001 0.0001 -1.7930 -0.0036 -0.0121
0.0001 0.0000 0.0000 -0.1190 -0.0001 0.0001 -0.1195 -0.0002 -0.0009
0.0020 0.0000 0.0000 -2.3834 -0.0001 0.0001 -2.4008 -0.0089 -0.0049
0.0002 0.0000 0.0000 -0.2382 -0.0001 0.0001 -0.2390 -0.0004 -0.0017
0.0030 0.0000 0.0000 -3.5753 -0.0001 0.0002 -3.6048 0.0061 -0.0021
0.0003 0.0000 0.0000 -0.3574 -0.0001 0.0001 -0.3585 -0.0006 -0.0025
0.0040 0.0000 0.0000 -4.7673 -0.0001 0.0002 -4.8020 -0.0038 -0.0058
0.0004 0.0000 0.0000 -0.4765 -0.0001 0.0001 -0.4780 -0.0008 -0.0033
0.0050 0.0000 0.0000 -5.9597 -0.0001 0.0002 -6.0085 0.0135 -0.0032
0.0005 0.0000 0.0000 -0.5957 -0.0001 0.0001 -0.5975 -0.0010 -0.0041
0.0060 0.0000 0.0000 -7.1523 -0.0001 0.0002 -7.2219 0.0017 0.0043
0.0070 0.0000 0.0000 -8.3452 -0.0001 0.0002 -8.4231 -0.0071 0.0058
0.0080 0.0000 0.0000 -9.5387 -0.0001 0.0002 -9.6273 -0.0070 0.0055
0.0090 0.0000 0.0000 -10.7327 -0.0001 0.0002 -10.8339 -0.0022 0.0031
0 0 0 0.0001 -0.0001 0.0001 0.0000 0.0000 0.0000
0.0000 -0.0100 0.0000 0.0002 11.9266 0.0002   
0.0000 -0.0010 0.0000 0.0001 1.1916 0.0001 -0.0074 1.1968 0.0014
